id,age,income,loan_amount,loan_term,credit_score,employment_status,loan_purpose,existing_loans,income_variability,loan_status
9092,43,5518,42958,36,461,Employed,Education,4,High,1
9093,27,8775,30516,12,344,Employed,Education,0,Low,1
9094,58,9606,40931,48,324,Unemployed,Business,4,Low,0
9095,53,7378,14094,24,599,Unemployed,Education,0,Low,1
9096,32,8673,16624,24,524,Self-Employed,Car,3,Low,1
9097,32,8444,28872,36,373,Self-Employed,Home,4,Low,1
9098,39,10676,37791,60,415,Self-Employed,Education,4,High,1
9099,29,14379,9652,12,451,Unemployed,Business,3,High,1
9100,30,11379,40516,60,390,Employed,Car,4,Low,0
9101,37,5727,30972,24,588,Unemployed,Education,0,Low,1
9102,60,5996,13095,36,391,Self-Employed,Car,2,Low,1
9103,59,13184,8357,36,686,Self-Employed,Business,4,Low,1
9104,61,8381,17096,36,714,Employed,Home,3,High,1
9105,30,11901,13095,36,840,Unemployed,Car,3,Low,1
9106,32,8812,15680,36,471,Self-Employed,Home,2,Low,0
9107,35,3989,45851,12,671,Employed,Business,0,Low,0
9108,51,14465,33242,60,797,Self-Employed,Car,1,Low,1
9109,35,6345,31333,24,535,Employed,Business,0,Low,1
9110,48,10174,18169,24,341,Unemployed,Car,4,Low,0
9111,24,13830,29539,36,448,Employed,Business,3,Low,1
9112,56,4714,44837,36,777,Unemployed,Business,3,Low,0
9113,21,9046,26722,36,419,Unemployed,Education,0,Low,0
9114,64,6186,23916,48,828,Self-Employed,Education,0,High,1
9115,54,2338,43105,24,840,Unemployed,Business,4,High,1
9116,37,11853,8773,36,347,Self-Employed,Car,0,Low,0
9117,59,7968,34945,60,685,Self-Employed,Car,2,Low,0
9118,58,14456,26045,48,427,Unemployed,Car,2,Low,1
9119,64,9684,7057,12,801,Employed,Business,1,High,0
9120,53,8721,22061,48,746,Unemployed,Home,3,Low,0
9121,41,13886,18138,48,338,Unemployed,Car,4,Low,1
9122,46,10361,40742,48,772,Employed,Home,4,Low,1
9123,56,8505,29860,60,432,Self-Employed,Home,0,High,1
9124,25,8387,20903,24,418,Self-Employed,Business,3,Low,0
9125,53,10010,34042,36,623,Unemployed,Home,1,High,0
9126,21,14425,44212,60,351,Employed,Home,1,Low,1
9127,26,13291,23224,60,435,Employed,Home,1,Low,1
9128,57,14806,6878,36,703,Employed,Home,3,Low,1
9129,22,8476,44057,48,468,Employed,Business,1,Low,0
9130,25,5012,14802,12,847,Unemployed,Business,2,High,1
9131,46,9484,33538,48,816,Unemployed,Home,0,Low,0
9132,61,4610,28603,48,659,Self-Employed,Business,1,Low,1
9133,33,4473,20037,24,536,Employed,Car,2,Low,1
9134,32,7255,16690,48,367,Unemployed,Home,2,Low,0
9135,25,13953,15323,12,449,Unemployed,Car,4,Low,1
9136,22,4688,8314,60,780,Employed,Car,0,High,1
9137,24,6804,39146,48,714,Employed,Home,4,Low,1
9138,47,3290,19356,60,520,Self-Employed,Car,3,Low,1
9139,30,12227,16269,24,560,Employed,Business,2,Low,0
9140,33,10298,48974,12,565,Self-Employed,Car,4,Low,0
9141,64,4607,10340,36,758,Self-Employed,Home,0,High,1
9142,22,12377,49852,36,355,Employed,Car,2,High,1
9143,46,10078,47675,24,707,Employed,Business,1,Low,1
9144,35,3688,38220,12,768,Unemployed,Car,0,High,1
9145,30,8511,46301,60,542,Employed,Business,1,Low,1
9146,42,10197,5392,24,813,Employed,Education,3,Low,1
9147,60,10714,10471,48,468,Self-Employed,Education,1,High,1
9148,45,8672,13137,60,732,Employed,Home,1,High,0
9149,35,5343,18997,48,584,Unemployed,Home,3,High,1
9150,33,14087,24434,48,753,Unemployed,Home,3,Low,0
9151,28,2065,46930,60,487,Employed,Home,1,Low,1
9152,41,5410,35278,48,595,Employed,Home,2,High,1
9153,41,4981,15397,36,822,Self-Employed,Business,2,Low,1
9154,42,14785,36530,60,681,Employed,Education,4,High,1
9155,53,7588,9794,24,642,Self-Employed,Education,4,High,0
9156,47,4815,28794,36,522,Employed,Car,3,Low,1
9157,60,7096,21549,24,634,Self-Employed,Education,0,Low,1
9158,42,4017,46214,12,756,Unemployed,Home,1,Low,0
9159,50,8673,46261,24,747,Employed,Business,3,Low,0
9160,29,3742,11363,60,636,Employed,Business,3,High,0
9161,55,7720,49063,24,654,Self-Employed,Business,3,Low,0
9162,38,5509,13079,12,655,Self-Employed,Education,2,Low,1
9163,62,14273,17032,48,531,Employed,Car,0,Low,0
9164,25,8386,48516,60,566,Self-Employed,Home,2,Low,1
9165,47,5534,6505,36,489,Employed,Business,4,Low,1
9166,26,7136,14448,36,347,Unemployed,Business,3,Low,1
9167,52,7585,18240,24,583,Self-Employed,Home,2,Low,0
9168,28,12974,45177,36,354,Employed,Car,3,Low,1
9169,59,10554,35739,12,638,Unemployed,Education,0,Low,1
9170,41,13473,37977,36,418,Employed,Car,1,High,1
9171,38,9158,25177,24,301,Employed,Home,2,Low,1
9172,34,3634,24431,36,523,Unemployed,Home,0,Low,1
9173,35,2524,7119,48,502,Self-Employed,Business,1,High,1
9174,62,6926,5177,48,310,Unemployed,Education,3,High,1
9175,46,3722,39314,36,558,Employed,Car,0,Low,0
9176,64,10611,15226,60,597,Unemployed,Education,4,Low,1
9177,52,8929,29874,36,496,Employed,Home,1,Low,0
9178,59,14420,35985,48,714,Unemployed,Business,1,High,1
9179,48,8157,32143,48,632,Self-Employed,Business,3,High,1
9180,59,5864,17231,12,452,Unemployed,Car,4,Low,0
9181,63,3067,19016,24,675,Unemployed,Car,2,High,1
9182,52,11592,19134,12,433,Self-Employed,Education,0,High,1
9183,33,8438,19082,60,415,Employed,Home,3,Low,1
9184,35,3419,12775,24,366,Unemployed,Car,4,High,1
9185,38,9271,21175,36,555,Employed,Education,1,Low,0
9186,59,13325,19133,36,487,Unemployed,Business,1,Low,1
9187,26,13828,47383,60,338,Self-Employed,Home,1,Low,0
9188,31,6002,27427,48,779,Unemployed,Business,4,High,1
9189,52,2629,19837,36,626,Employed,Home,4,Low,1
9190,60,14608,15546,12,429,Employed,Home,2,Low,1
9191,40,3834,29992,48,362,Self-Employed,Education,0,Low,1
9192,53,7318,15748,36,396,Employed,Business,1,Low,1
9193,60,7000,30496,48,711,Self-Employed,Home,2,Low,0
9194,28,6131,6553,24,829,Self-Employed,Business,4,Low,1
9195,55,8729,30241,36,745,Employed,Education,2,Low,0
9196,25,4353,7469,36,535,Employed,Home,1,Low,0
9197,55,5055,6474,48,384,Self-Employed,Education,0,High,1
9198,34,13132,36109,24,654,Employed,Education,2,High,1
9199,41,10203,27861,12,701,Self-Employed,Car,4,High,0
9200,44,12322,38105,24,465,Unemployed,Business,3,Low,0
9201,37,13295,44759,12,527,Employed,Education,3,High,0
9202,38,11623,49119,60,666,Employed,Car,2,High,1
9203,54,5157,38855,24,709,Self-Employed,Business,4,Low,0
9204,32,8082,39061,12,359,Unemployed,Home,2,Low,1
9205,36,7863,46616,48,463,Unemployed,Home,2,Low,0
9206,24,11626,35072,12,529,Employed,Education,3,Low,1
9207,45,2956,10964,60,456,Self-Employed,Home,2,Low,1
9208,54,5858,40596,12,673,Self-Employed,Business,3,Low,0
9209,48,6808,11472,24,541,Employed,Home,4,High,0
9210,31,8138,25357,12,467,Unemployed,Education,4,Low,0
9211,33,13826,28045,24,420,Self-Employed,Business,4,High,1
9212,51,14095,11564,60,301,Self-Employed,Home,3,Low,1
9213,45,10432,6336,12,417,Employed,Home,1,Low,1
9214,59,9884,48316,12,806,Employed,Business,1,High,0
9215,30,9041,20181,60,673,Unemployed,Business,1,Low,1
9216,44,3955,39435,12,407,Unemployed,Home,1,Low,0
9217,21,12204,33606,24,598,Self-Employed,Car,4,Low,1
9218,45,6991,6212,36,732,Employed,Home,1,Low,1
9219,48,6065,7768,36,411,Employed,Business,2,Low,1
9220,56,4803,34737,24,705,Employed,Business,3,High,1
9221,38,14095,32634,12,799,Unemployed,Education,1,High,1
9222,26,3024,14589,24,318,Unemployed,Education,4,High,1
9223,22,10792,31794,60,319,Self-Employed,Home,1,Low,1
9224,23,4329,41444,24,805,Employed,Education,3,Low,1
9225,28,4698,23694,36,453,Unemployed,Business,0,Low,0
9226,51,6694,12085,48,814,Employed,Education,0,Low,1
9227,39,5026,23211,60,777,Unemployed,Education,4,Low,1
9228,26,9847,27669,12,683,Employed,Education,4,Low,1
9229,34,11334,24603,24,497,Self-Employed,Business,4,Low,0
9230,23,3011,28155,60,478,Unemployed,Home,1,Low,0
9231,21,9043,42456,36,827,Unemployed,Business,3,Low,1
9232,64,7624,9511,12,346,Self-Employed,Education,3,Low,1
9233,50,11295,23456,24,482,Self-Employed,Car,3,High,1
9234,39,11838,28154,24,653,Employed,Car,0,Low,0
9235,39,3700,33765,12,786,Unemployed,Business,3,High,1
9236,29,2218,23714,48,515,Employed,Car,4,Low,1
9237,27,13780,38453,48,722,Employed,Business,1,High,1
9238,57,10078,38452,60,308,Employed,Home,0,Low,0
9239,61,10918,32513,24,512,Unemployed,Business,1,Low,1
9240,27,9152,36535,60,438,Self-Employed,Business,2,High,0
9241,29,7826,33287,12,620,Employed,Business,4,Low,1
9242,24,7585,13532,60,390,Unemployed,Education,0,Low,1
9243,45,14805,17891,24,614,Employed,Home,4,High,0
9244,32,10058,38501,48,411,Self-Employed,Business,1,Low,0
9245,26,2811,6496,48,412,Self-Employed,Education,3,High,1
9246,38,7456,20154,12,673,Unemployed,Education,2,Low,0
9247,60,9677,16146,36,562,Unemployed,Education,4,High,1
9248,41,6909,10450,60,667,Self-Employed,Education,2,Low,1
9249,35,6709,42403,12,677,Unemployed,Education,1,Low,1
9250,23,6521,23116,48,344,Self-Employed,Home,4,High,0
9251,22,11775,48995,24,570,Employed,Home,3,Low,1
9252,61,6037,32289,24,794,Self-Employed,Car,2,Low,0
9253,60,11074,28109,36,546,Employed,Home,0,High,0
9254,24,10011,44071,36,473,Unemployed,Car,1,Low,1
9255,52,2431,48439,48,335,Employed,Car,4,Low,1
9256,22,14226,29415,36,601,Self-Employed,Education,0,Low,0
9257,49,10175,22803,36,457,Unemployed,Home,3,Low,0
9258,22,11139,15181,24,332,Unemployed,Home,3,Low,0
9259,54,14099,37716,60,681,Self-Employed,Education,2,Low,1
9260,47,11859,9710,24,723,Unemployed,Business,1,High,1
9261,59,13174,46447,24,594,Self-Employed,Education,4,Low,1
9262,64,8548,33395,48,714,Employed,Car,0,High,0
9263,58,4539,18500,48,618,Employed,Home,4,Low,1
9264,38,12305,39209,60,324,Unemployed,Home,0,Low,1
9265,56,2390,40158,12,733,Self-Employed,Car,1,Low,1
9266,39,2082,6384,36,358,Self-Employed,Car,3,Low,0
9267,47,3002,23540,36,476,Employed,Car,3,High,0
9268,40,10672,9396,24,841,Employed,Education,4,High,0
9269,41,10968,6391,24,344,Unemployed,Business,4,High,1
9270,43,9396,21652,60,751,Self-Employed,Car,2,Low,1
9271,50,14281,25301,36,608,Unemployed,Car,0,Low,0
9272,45,11946,14716,24,453,Unemployed,Education,2,High,0
9273,51,11440,20568,24,439,Unemployed,Car,0,Low,0
9274,47,11328,13669,48,684,Self-Employed,Car,1,Low,0
9275,54,12891,9271,12,332,Employed,Home,4,High,1
9276,28,5256,20228,60,670,Self-Employed,Car,0,High,1
9277,39,11727,19256,12,477,Self-Employed,Business,3,Low,0
9278,61,5244,30185,12,659,Self-Employed,Business,1,High,0
9279,46,8007,28386,60,735,Unemployed,Car,3,Low,1
9280,48,2522,29152,36,305,Unemployed,Education,1,Low,1
9281,24,3694,27267,24,530,Self-Employed,Car,0,Low,1
9282,51,4252,17779,60,700,Unemployed,Home,3,Low,1
9283,36,6837,19434,24,322,Unemployed,Business,0,Low,1
9284,30,13801,34000,48,460,Employed,Home,2,High,0
9285,58,9326,32973,12,493,Self-Employed,Education,1,Low,0
9286,30,10469,42861,48,565,Self-Employed,Home,4,High,1
9287,29,2147,11438,12,382,Unemployed,Education,3,Low,0
9288,59,10148,17729,36,467,Self-Employed,Business,0,High,1
9289,56,14706,34466,60,643,Self-Employed,Home,3,Low,1
9290,56,12777,31407,36,311,Self-Employed,Home,0,Low,1
9291,39,13846,34562,12,833,Self-Employed,Car,2,High,1
9292,39,5620,27558,48,829,Unemployed,Education,4,High,1
9293,32,12631,30730,12,749,Employed,Car,3,High,0
9294,33,11131,47711,36,789,Unemployed,Education,3,High,1
9295,45,5709,32061,36,466,Employed,Car,0,Low,0
9296,56,6337,26829,48,764,Self-Employed,Business,0,Low,0
9297,45,7094,40101,48,306,Self-Employed,Home,3,Low,1
9298,48,11415,42154,36,462,Self-Employed,Car,2,High,1
9299,62,9472,17655,12,494,Self-Employed,Home,3,High,1
9300,59,5363,25965,12,618,Self-Employed,Education,1,Low,1
9301,50,5023,21316,60,429,Self-Employed,Education,1,Low,0
9302,25,3817,13359,36,408,Self-Employed,Business,3,Low,1
9303,37,13564,19172,60,518,Employed,Business,2,High,0
9304,38,2683,8542,36,805,Unemployed,Home,0,Low,1
9305,63,7507,20529,60,728,Self-Employed,Car,0,Low,1
9306,41,8731,13054,24,543,Self-Employed,Business,3,Low,0
9307,42,11424,44682,12,737,Self-Employed,Home,4,Low,0
9308,59,13577,45281,12,606,Employed,Car,0,Low,1
9309,26,10808,13269,24,554,Self-Employed,Business,1,Low,1
9310,36,12265,16090,48,626,Unemployed,Home,1,High,1
9311,22,4910,6108,24,708,Employed,Home,4,High,1
9312,21,4017,26140,12,300,Employed,Business,4,Low,1
9313,50,6223,6224,36,493,Self-Employed,Business,1,Low,1
9314,63,14700,17876,60,663,Employed,Business,3,Low,1
9315,57,4184,20097,12,421,Self-Employed,Education,3,High,0
9316,43,3357,13756,24,663,Unemployed,Car,3,High,1
9317,21,8691,7859,36,303,Unemployed,Business,1,Low,1
9318,39,8531,29877,12,448,Employed,Car,4,High,0
9319,23,6666,19628,24,360,Employed,Home,2,Low,0
9320,22,9397,17581,12,416,Self-Employed,Car,1,Low,0
9321,57,13255,13300,24,537,Employed,Business,1,Low,0
9322,37,4468,7412,24,437,Unemployed,Home,0,High,0
9323,48,9291,40415,12,757,Employed,Business,3,Low,1
9324,38,9255,32301,36,784,Unemployed,Business,0,Low,1
9325,53,5920,18805,12,381,Self-Employed,Home,1,Low,1
9326,35,6236,8338,12,346,Unemployed,Car,1,Low,0
9327,42,3939,10804,36,643,Employed,Car,1,Low,1
9328,61,5856,34309,12,638,Unemployed,Home,2,Low,1
9329,47,2050,25197,60,535,Unemployed,Business,0,Low,1
9330,57,9130,17392,60,763,Employed,Car,4,High,0
9331,52,13168,15448,60,675,Self-Employed,Car,3,Low,1
9332,39,3360,25029,24,422,Unemployed,Business,3,High,1
9333,48,8805,32097,48,545,Employed,Car,2,High,1
9334,48,13928,41185,12,553,Unemployed,Car,0,High,0
9335,30,13994,21395,48,580,Unemployed,Education,3,Low,1
9336,40,13994,27993,60,366,Unemployed,Education,1,High,1
9337,45,10557,24529,36,832,Self-Employed,Home,0,Low,0
9338,41,13147,22258,60,833,Unemployed,Home,3,Low,0
9339,34,8030,32009,12,474,Employed,Business,0,Low,0
9340,42,5045,12303,48,490,Employed,Education,2,Low,0
9341,46,12195,9650,48,584,Unemployed,Home,4,High,0
9342,64,13093,17177,24,604,Self-Employed,Education,4,Low,1
9343,31,2257,18747,36,706,Employed,Home,0,Low,1
9344,27,13651,36782,60,631,Self-Employed,Car,2,Low,1
9345,37,2044,28181,36,604,Self-Employed,Car,3,Low,0
9346,38,10460,26823,12,636,Employed,Business,1,Low,0
9347,27,3334,19182,24,329,Employed,Education,0,Low,0
9348,40,2671,44776,60,739,Self-Employed,Education,0,Low,1
9349,58,9000,18276,12,557,Unemployed,Education,3,Low,1
9350,31,5638,14771,36,533,Self-Employed,Education,1,Low,0
9351,64,8085,16963,24,325,Employed,Car,1,Low,0
9352,36,2234,29928,60,822,Self-Employed,Car,3,Low,1
9353,47,8834,45930,36,683,Employed,Education,0,Low,1
9354,31,5207,19849,60,835,Unemployed,Business,3,Low,1
9355,36,7564,31082,24,692,Unemployed,Education,4,Low,1
9356,43,4400,8487,24,761,Unemployed,Home,3,Low,1
9357,32,11609,31605,36,437,Unemployed,Car,2,High,0
9358,60,7089,15038,60,409,Unemployed,Car,0,Low,0
9359,23,14562,45305,48,774,Employed,Education,2,Low,0
9360,22,9551,7390,12,627,Self-Employed,Home,0,Low,1
9361,58,7005,41798,24,505,Unemployed,Business,0,Low,1
9362,44,9490,45260,60,370,Employed,Car,4,Low,0
9363,49,13446,8438,36,509,Self-Employed,Home,3,High,1
9364,54,9740,40151,36,484,Self-Employed,Home,3,Low,1
9365,40,10631,41135,24,682,Unemployed,Car,4,Low,0
9366,38,7182,11167,24,698,Unemployed,Car,4,Low,1
9367,34,2650,18172,48,844,Self-Employed,Home,1,Low,0
9368,38,2033,39233,36,613,Self-Employed,Business,2,High,0
9369,22,12944,41251,60,527,Employed,Home,0,Low,0
9370,21,5032,21957,12,445,Unemployed,Car,1,Low,0
9371,40,9644,35360,12,321,Self-Employed,Education,3,High,1
9372,54,3110,5774,48,599,Self-Employed,Business,1,Low,1
9373,61,13473,28414,60,564,Unemployed,Home,3,Low,1
9374,61,10653,25722,12,349,Employed,Car,4,High,1
9375,31,10513,29405,12,674,Employed,Home,0,High,1
9376,47,6510,41698,60,360,Unemployed,Business,0,Low,1
9377,43,3874,32256,60,318,Employed,Business,0,High,0
9378,58,5039,26344,24,607,Employed,Business,4,High,0
9379,64,12429,39988,12,836,Employed,Business,3,Low,1
9380,23,14213,39207,12,506,Self-Employed,Business,4,Low,1
9381,32,3256,45192,48,624,Self-Employed,Car,0,Low,1
9382,50,12631,13905,24,374,Employed,Home,0,High,0
9383,51,14201,44468,24,717,Unemployed,Home,0,High,1
9384,43,5240,30151,12,627,Unemployed,Education,3,Low,0
9385,21,6263,27723,36,580,Unemployed,Business,3,Low,1
9386,61,13494,43278,36,374,Employed,Home,1,High,1
9387,40,7269,16173,60,540,Unemployed,Business,1,High,1
9388,26,12903,49724,24,304,Self-Employed,Home,2,Low,1
9389,31,9717,18130,12,514,Unemployed,Home,3,Low,1
9390,55,3409,31952,12,786,Unemployed,Car,4,Low,0
9391,24,12620,15937,12,656,Self-Employed,Car,3,Low,1
9392,49,3832,46702,48,693,Self-Employed,Car,1,High,1
9393,30,4024,44496,36,454,Employed,Business,0,High,0
9394,49,13538,25534,48,690,Employed,Business,1,Low,1
9395,58,7736,28794,12,668,Employed,Car,1,Low,0
9396,21,6993,29985,12,328,Employed,Home,1,Low,0
9397,60,14123,24391,24,722,Employed,Business,2,Low,0
9398,28,13103,32528,24,308,Self-Employed,Business,2,Low,1
9399,58,9634,11870,36,499,Self-Employed,Education,2,High,0
9400,37,6957,26518,60,744,Self-Employed,Home,4,Low,1
9401,39,14437,42010,12,633,Unemployed,Home,2,Low,1
9402,53,5213,26993,24,529,Unemployed,Education,4,High,0
9403,35,12355,47639,36,692,Unemployed,Education,3,Low,1
9404,51,8208,34720,48,607,Employed,Education,3,Low,1
9405,41,11644,29162,12,630,Unemployed,Education,2,Low,1
9406,23,8453,14906,60,659,Employed,Education,3,Low,0
9407,22,4753,22581,36,482,Employed,Education,3,High,0
9408,55,13093,36289,60,686,Employed,Business,0,Low,0
9409,61,13263,21205,12,408,Employed,Business,2,Low,0
9410,36,9328,45854,36,638,Unemployed,Business,2,Low,0
9411,41,14238,16408,24,499,Self-Employed,Car,1,High,1
9412,32,2305,32532,60,480,Employed,Education,1,High,0
9413,48,3384,8193,48,839,Unemployed,Education,3,Low,1
9414,32,5367,45986,48,736,Employed,Education,1,Low,0
9415,53,3574,10220,60,339,Employed,Education,0,High,1
9416,40,2872,24357,12,521,Self-Employed,Business,2,Low,1
9417,60,10360,44299,12,596,Employed,Education,0,High,1
9418,41,7578,24549,12,328,Self-Employed,Car,2,Low,1
9419,59,11795,22474,48,501,Unemployed,Business,4,Low,0
9420,61,3030,5141,48,784,Employed,Business,2,Low,1
9421,62,9764,21650,24,429,Self-Employed,Business,0,High,1
9422,56,11926,45487,12,347,Employed,Car,3,High,0
9423,42,8731,25694,48,715,Employed,Business,1,Low,1
9424,46,8905,46448,48,756,Employed,Car,1,High,0
9425,27,6442,46455,12,348,Self-Employed,Home,0,High,0
9426,27,5667,21863,12,375,Unemployed,Education,1,Low,1
9427,28,3276,7690,48,845,Self-Employed,Car,3,High,1
9428,46,8553,26320,60,547,Unemployed,Education,1,Low,0
9429,44,2542,7427,48,589,Self-Employed,Education,4,Low,1
9430,44,10546,30419,24,834,Self-Employed,Business,2,Low,1
9431,60,6808,45832,36,830,Unemployed,Business,4,Low,1
9432,32,14228,40983,12,735,Unemployed,Car,2,Low,1
9433,28,9731,27365,24,682,Unemployed,Car,4,Low,1
9434,29,13631,8911,60,395,Self-Employed,Business,1,High,1
9435,23,2583,25461,36,550,Unemployed,Education,1,Low,0
9436,41,2510,5649,48,540,Employed,Business,3,Low,1
9437,51,8676,31469,12,604,Employed,Education,4,Low,1
9438,44,8671,32826,48,739,Employed,Home,2,High,0
9439,24,11138,20503,24,787,Employed,Car,2,Low,0
9440,40,9695,48346,12,797,Unemployed,Business,1,Low,1
9441,36,5473,26962,48,431,Unemployed,Education,1,Low,0
9442,30,3198,45884,12,701,Employed,Home,1,Low,1
9443,63,13063,39122,24,675,Unemployed,Education,4,Low,0
9444,46,5995,22677,48,842,Employed,Car,2,High,1
9445,49,14113,24642,36,670,Self-Employed,Business,4,Low,1
9446,25,14365,7713,60,711,Unemployed,Education,2,Low,1
9447,31,6535,13595,48,454,Self-Employed,Car,2,High,1
9448,49,7871,18779,12,544,Unemployed,Business,3,High,0
9449,35,5303,17164,48,841,Unemployed,Home,1,Low,1
9450,26,4447,6546,12,374,Unemployed,Education,4,Low,0
9451,35,13476,40374,24,505,Self-Employed,Business,4,Low,0
9452,63,11408,31428,60,727,Self-Employed,Business,1,Low,1
9453,40,9739,41974,12,720,Employed,Business,4,Low,0
9454,54,8844,36707,48,448,Self-Employed,Car,3,Low,1
9455,22,3290,30388,24,387,Self-Employed,Home,4,Low,1
9456,64,14413,41142,36,805,Employed,Home,2,Low,0
9457,36,7834,30505,48,467,Self-Employed,Car,1,Low,1
9458,39,9549,18173,60,488,Self-Employed,Education,1,Low,0
9459,54,8687,34580,24,413,Employed,Car,3,Low,0
9460,34,10693,33651,48,312,Self-Employed,Home,4,Low,0
9461,44,13063,28318,12,456,Employed,Car,2,Low,1
9462,48,9428,19627,12,480,Unemployed,Home,0,High,1
9463,52,2386,11078,12,619,Unemployed,Home,2,Low,1
9464,57,10603,41091,48,591,Self-Employed,Home,2,High,1
9465,30,4006,13366,60,776,Unemployed,Home,4,Low,1
9466,29,7213,19444,12,732,Self-Employed,Education,0,Low,0
9467,44,4147,44873,48,468,Employed,Home,3,High,1
9468,56,5868,22747,48,701,Employed,Business,4,Low,1
9469,49,11530,32471,60,457,Employed,Business,1,Low,1
9470,49,8037,14229,24,683,Unemployed,Home,0,Low,1
9471,43,8637,45257,24,697,Employed,Home,1,High,1
9472,47,2352,21304,48,355,Employed,Car,0,Low,0
9473,51,6964,29335,24,372,Self-Employed,Education,1,Low,1
9474,63,5188,7090,36,772,Self-Employed,Home,4,Low,1
9475,27,3302,37368,60,479,Self-Employed,Car,0,Low,0
9476,24,9749,15944,48,493,Self-Employed,Home,3,Low,0
9477,34,2846,36752,24,683,Employed,Education,4,Low,1
9478,62,9521,37916,24,528,Self-Employed,Education,0,Low,1
9479,62,10717,25817,60,565,Unemployed,Business,1,High,1
9480,30,4524,10098,12,370,Unemployed,Education,2,Low,0
9481,64,3878,6133,24,390,Unemployed,Business,0,Low,1
9482,54,6105,47067,60,375,Self-Employed,Education,4,Low,1
9483,46,5630,33670,12,744,Employed,Car,1,Low,1
9484,43,9670,40974,48,496,Self-Employed,Education,4,Low,1
9485,29,8667,6109,12,483,Unemployed,Car,1,Low,1
9486,57,14001,33755,24,376,Self-Employed,Business,4,High,1
9487,28,4819,47937,48,747,Unemployed,Car,0,Low,1
9488,34,7979,29802,48,596,Employed,Business,0,Low,1
9489,27,13099,48899,12,687,Employed,Education,0,Low,0
9490,27,13269,46972,48,621,Employed,Car,1,Low,1
9491,29,10077,8106,12,720,Employed,Car,3,Low,1
9492,23,14022,41704,12,845,Employed,Business,4,Low,0
9493,34,11250,48762,12,605,Self-Employed,Education,3,Low,1
9494,37,4489,14658,60,645,Employed,Home,3,High,0
9495,64,13840,21340,24,560,Self-Employed,Home,3,Low,0
9496,42,7688,48948,48,645,Unemployed,Car,2,High,0
9497,46,5264,13461,36,448,Unemployed,Business,4,Low,1
9498,48,8023,27933,24,717,Employed,Business,2,Low,1
9499,34,13793,47491,36,328,Self-Employed,Business,4,Low,0
9500,29,4293,13495,12,762,Employed,Education,2,High,1
9501,46,2674,37291,48,488,Unemployed,Education,4,Low,1
9502,22,12070,18097,24,364,Self-Employed,Education,0,Low,1
9503,31,8257,26532,36,758,Unemployed,Home,3,Low,0
9504,37,3011,36110,36,523,Self-Employed,Car,1,Low,1
9505,54,10985,45702,36,775,Unemployed,Education,3,Low,0
9506,39,2232,29717,24,625,Employed,Car,4,High,0
9507,59,5027,43543,60,818,Employed,Business,1,Low,0
9508,38,5609,46768,12,491,Employed,Education,3,High,0
9509,33,4173,22331,48,387,Unemployed,Education,4,Low,0
9510,25,5384,48252,36,757,Unemployed,Education,3,Low,0
9511,43,14798,48883,24,457,Unemployed,Car,4,High,0
9512,44,4328,36631,36,572,Employed,Home,2,Low,1
9513,49,2797,44940,24,631,Unemployed,Home,2,Low,1
9514,28,9121,26399,60,581,Unemployed,Business,0,Low,0
9515,46,5684,30514,36,462,Employed,Car,1,High,0
9516,35,6487,7496,36,473,Unemployed,Education,2,Low,0
9517,21,9690,35985,48,407,Self-Employed,Home,4,Low,1
9518,48,14669,24946,24,600,Unemployed,Business,3,High,1
9519,34,4589,44161,24,630,Employed,Home,0,High,1
9520,62,6701,26434,60,443,Self-Employed,Car,3,High,0
9521,54,14403,43178,36,357,Employed,Business,3,High,0
9522,51,10700,38310,48,597,Employed,Car,1,Low,0
9523,26,9667,15871,12,487,Employed,Business,3,Low,1
9524,25,8414,18390,48,739,Self-Employed,Car,1,Low,1
9525,51,3463,16146,48,787,Self-Employed,Education,4,Low,1
9526,57,13554,29107,48,689,Employed,Education,3,Low,1
9527,35,5110,20479,48,319,Unemployed,Car,3,Low,1
9528,35,3047,16183,36,511,Self-Employed,Car,3,Low,0
9529,63,6871,23996,48,835,Employed,Home,4,Low,0
9530,25,7289,33224,24,519,Unemployed,Home,2,Low,1
9531,48,6435,15309,24,472,Employed,Business,2,Low,1
9532,53,10360,21173,48,300,Self-Employed,Car,4,Low,1
9533,31,3561,15872,24,767,Self-Employed,Car,0,Low,1
9534,63,9859,44800,36,324,Unemployed,Car,0,Low,1
9535,26,8805,36946,12,503,Self-Employed,Home,1,Low,1
9536,43,9812,32424,48,500,Employed,Home,4,Low,1
9537,60,8286,27707,24,490,Employed,Education,0,High,1
9538,22,9843,9688,24,708,Unemployed,Business,1,High,0
9539,35,13364,17854,36,777,Unemployed,Home,3,Low,1
9540,43,2574,42554,36,603,Unemployed,Business,3,Low,1
9541,42,11934,8681,12,835,Unemployed,Business,0,Low,1
9542,29,14762,26613,60,381,Employed,Home,1,High,1
9543,60,6016,24879,60,846,Employed,Car,1,Low,1
9544,50,12550,46624,60,845,Employed,Car,2,Low,1
9545,36,9227,11078,12,561,Employed,Education,0,Low,1
9546,50,6024,36356,48,476,Unemployed,Car,2,Low,0
9547,29,10722,32941,60,514,Self-Employed,Car,4,High,0
9548,21,2990,6416,60,440,Employed,Home,1,Low,1
9549,58,4120,24492,24,567,Self-Employed,Business,2,Low,1
9550,28,6964,30425,24,438,Unemployed,Car,1,Low,1
9551,38,4441,38675,48,346,Unemployed,Home,4,High,0
